t,l_0_0,l_0_1,l_0_2,l_1_0,l_1_1,l_1_2,l_dot_0_0,l_dot_0_1,l_dot_0_2,l_dot_1_0,l_dot_1_1,l_dot_1_2
1.919999999999999929e+00,1.010591909301903138e-02,3.477253999662547647e-03,5.449138026458958360e-03,6.025489737934020505e-03,6.877654068231761793e-03,6.342394668787203899e-03,1.670353895289104426e-03,4.131783247434171226e-03,-5.703352051631999965e-03,-2.685280199708409816e-04,-3.578015626867082476e-04,7.505951526667231817e-04
1.929999999999999938e+00,1.012214036564473320e-02,3.518917347550980061e-03,5.392244448363418471e-03,6.022847334187935581e-03,6.874035362900974590e-03,6.349904688515069576e-03,1.572486607123376205e-03,4.200810406450128896e-03,-5.674629426259163861e-03,-2.640412945636798326e-04,-3.633805777887241534e-04,7.522363414991894807e-04
1.939999999999999947e+00,1.013736761586656737e-02,3.561268274697107321e-03,5.335651432873724995e-03,6.020230767529956804e-03,6.870373898773529490e-03,6.357432423694351839e-03,1.473077693166661159e-03,4.269248552328660899e-03,-5.643784078161632328e-03,-2.579411966459024992e-04,-3.697021523615569836e-04,7.529181622116524119e-04
1.949999999999999956e+00,1.015159282645382646e-02,3.604297762823356361e-03,5.279376081649826344e-03,6.017660177863783794e-03,6.866659914375314831e-03,6.364966764109127213e-03,1.373471553045560326e-03,4.336440424630434547e-03,-5.611529168280209728e-03,-2.497826585536010169e-04,-3.770043635997099218e-04,7.524116865869951874e-04
1.959999999999999964e+00,1.016482873847940512e-02,3.647990481356579422e-03,5.223426224936770362e-03,6.015190946542231000e-03,6.862862238484028488e-03,6.372487491304516631e-03,1.274955806679878203e-03,4.401759202657315288e-03,-5.578654608586802212e-03,-2.396404611640732944e-04,-3.852112795853900452e-04,7.506037100386895970e-04
1.969999999999999973e+00,1.017709630008564216e-02,3.692327139515371934e-03,5.167803893386739914e-03,6.012869558872847853e-03,6.858956308792399023e-03,6.379975438924692134e-03,1.178487593949819646e-03,4.464649000618966905e-03,-5.545723012014784799e-03,-2.282042151842530921e-04,-3.939050876436320475e-04,7.476310976452111559e-04
1.979999999999999982e+00,1.018841658212835122e-02,3.737277461254922932e-03,5.112508180138096263e-03,6.010671547266758369e-03,6.854959516399930508e-03,6.387427895543550983e-03,1.085158005596384813e-03,4.524599546445013179e-03,-5.513194673016258950e-03,-2.154853975480145150e-04,-4.030965065218461993e-04,7.436462435139125273e-04
1.989999999999999991e+00,1.019881897469469660e-02,3.782808864540487294e-03,5.057535042739978379e-03,6.008584354686155420e-03,6.850881203036421514e-03,6.394841005159494426e-03,9.956637752625415935e-04,4.581382023176440096e-03,-5.481404844576632206e-03,-2.013994511863283438e-04,-4.128571297972913855e-04,7.387736258928115059e-04
2.000000000000000000e+00,1.020833766317844060e-02,3.828892093692049317e-03,5.002878704092229498e-03,6.006618396245800955e-03,6.846717366966823676e-03,6.402207359204839521e-03,9.098740638614303275e-04,4.635146700764839964e-03,-5.450337174453914399e-03,-1.863071030051707756e-04,-4.230089317599712616e-04,7.332391305491955903e-04
2.010000000000000231e+00,1.021701162827993829e-02,3.875501219384324021e-03,4.948531652445403196e-03,6.004807059213022533e-03,6.842450662991245158e-03,6.409515996545814796e-03,8.268304595763615282e-04,4.686422936072412275e-03,-5.419623705178717651e-03,-1.710143638855229366e-04,-4.331242674126345796e-04,7.273700507696221999e-04
2.020000000000000018e+00,1.022486727461641848e-02,3.922618730595369037e-03,4.894492448912328604e-03,6.003187068822514634e-03,6.838062598687305246e-03,6.416755552333119894e-03,7.453747498996107605e-04,4.735714047078601677e-03,-5.388788718555429826e-03,-1.566563759528140181e-04,-4.426098611904782541e-04,7.215434106020698684e-04
2.030000000000000249e+00,1.023191422797338664e-02,3.970222551323024374e-03,4.840764469227160603e-03,6.001716590392076195e-03,6.833577405766536224e-03,6.423935182009769644e-03,6.653326368519250694e-04,4.783092612081083807e-03,-5.357653955632771248e-03,-1.435937352856152911e-04,-4.512994389783858717e-04,7.160331209338821916e-04
2.040000000000000036e+00,1.023817068481751476e-02,4.018285841386764860e-03,4.787346987768533249e-03,6.000347601253845815e-03,6.829020775870377376e-03,6.431068631334459391e-03,5.861173892659697583e-04,4.828996708581719671e-03,-5.325849865664528462e-03,-1.317447310471479924e-04,-4.592439485147541199e-04,7.110195600265741770e-04
2.049999999999999822e+00,1.024364023077015649e-02,4.066794527332102775e-03,4.734248355330483715e-03,5.999059905634869343e-03,6.824404075733756132e-03,6.438162740980482579e-03,5.068077629205670681e-04,4.873942289065920537e-03,-5.292898364317387763e-03,-1.210750620239907903e-04,-4.664803141233984820e-04,7.065667765322865496e-04
2.060000000000000053e+00,1.024831159482404198e-02,4.115747427161440229e-03,4.681486122539626343e-03,5.997861149361590968e-03,6.819724364191131344e-03,6.445217414777380457e-03,4.261531239302380038e-04,4.918518657647408948e-03,-5.258215063965798047e-03,-1.115996153799674018e-04,-4.730308032028510612e-04,7.026220770580516401e-04
2.069999999999999840e+00,1.025215953537729659e-02,4.165154808276256594e-03,4.629086289266100794e-03,5.996783754083192045e-03,6.814966280409555377e-03,6.452225552423388084e-03,3.427804307491235931e-04,4.963279042429520095e-03,-5.221201158531109214e-03,-1.034516423544518387e-04,-4.788676930520178554e-04,6.990589704590316174e-04
2.080000000000000071e+00,1.025515958407403200e-02,4.215015741810710856e-03,4.577070927480762254e-03,5.995813406353397122e-03,6.810138651682311715e-03,6.459189063331021580e-03,2.570566380435092757e-04,5.007933630897282336e-03,-5.181991885572788219e-03,-9.688996705403761078e-05,-4.838740855457754559e-04,6.959683639490902001e-04
2.089999999999999858e+00,1.025729196099430841e-02,4.265321016908033003e-03,4.525457891735769518e-03,5.994891609088454608e-03,6.805269117060860212e-03,6.466128209991785919e-03,1.692489331857001985e-04,5.052460727292645316e-03,-5.140598310763580363e-03,-9.124921861404240286e-05,-4.883588458425696397e-04,6.932130710904708904e-04
2.100000000000000089e+00,1.025853734670282257e-02,4.316065819153316364e-03,4.474267029461585603e-03,5.993991899612929018e-03,6.800370342443947357e-03,6.473052444178925384e-03,7.948347950530697259e-05,5.096859554571764837e-03,-5.097026218851572442e-03,-8.590027267144003395e-05,-4.926259125257550532e-04,6.905733800281933657e-04
2.109999999999999876e+00,1.025887718876700855e-02,4.367249458851018076e-03,4.423520055075020295e-03,5.993123348806353098e-03,6.795439027960147559e-03,6.479957749709689893e-03,-1.203486486634700991e-05,5.141008747390210347e-03,-5.051385822139606643e-03,-8.041373957064164345e-05,-4.968961847710220850e-04,6.878067570914521466e-04
2.120000000000000107e+00,1.025829383359570454e-02,4.418875228730615237e-03,4.373240437167076437e-03,5.992330104659194211e-03,6.790456161483392900e-03,6.486826733127898890e-03,-1.050177523729529076e-04,5.184663619727382204e-03,-5.003893430737734252e-03,-7.457397251123682987e-05,-5.013012609346089929e-04,6.846563116667331783e-04
2.129999999999999893e+00,1.025677792962364707e-02,4.470938212209603878e-03,4.323445216437614771e-03,5.991635516033100295e-03,6.785412939125139847e-03,6.493646754196502613e-03,-1.987199993144697760e-04,5.227358741847892669e-03,-4.954967481919140236e-03,-6.870136236206440469e-05,-5.057230005095944515e-04,6.812005773849926513e-04
2.140000000000000124e+00,1.025432659604322803e-02,4.523421126462754890e-03,4.274143996295024124e-03,5.990999887174854738e-03,6.780325276917591529e-03,6.500431331498125048e-03,-2.920893240794104851e-04,5.268696104872530594e-03,-4.905077467166138114e-03,-6.235722235121865411e-05,-5.103423405589215586e-04,6.773657090998676678e-04
2.149999999999999911e+00,1.025094272341712034e-02,4.576307485507457966e-03,4.225345165481422978e-03,5.990406018261747352e-03,6.775199322367293428e-03,6.507186238975153775e-03,-3.844284744462219197e-04,5.308430052361069740e-03,-4.854544841777778258e-03,-5.504887053828930112e-05,-5.153638647608713283e-04,6.729896244256297231e-04
2.160000000000000142e+00,1.024663756256074046e-02,4.629581165232454255e-03,4.177054737661594491e-03,5.989866579822543217e-03,6.770030013522230876e-03,6.513904494628602881e-03,-4.753938193740095126e-04,5.346406733237024644e-03,-4.803555446185964195e-03,-4.670379780626336441e-05,-5.208121550208513533e-04,6.680314713602816725e-04
2.169999999999999929e+00,1.024143069176846124e-02,4.683226414284783097e-03,4.129276366430441846e-03,5.989424080513792818e-03,6.764801099289697098e-03,6.520566365948103627e-03,-5.649948403817004047e-04,5.382563706389463347e-03,-4.752159814102716387e-03,-3.767064041094371376e-05,-5.265315520070110687e-04,6.625721881592828034e-04
2.180000000000000160e+00,1.023533778552157894e-02,4.737228106105882339e-03,4.082014950305769968e-03,5.989112117053179210e-03,6.759501374368812217e-03,6.527154129787766761e-03,-6.531959211771444073e-04,5.416778468957973713e-03,-4.700456809665204232e-03,-2.870991708324614820e-05,-5.322295301538762600e-04,6.569125911886958182e-04
2.189999999999999947e+00,1.022837323855644957e-02,4.791561768090047899e-03,4.035270623515847116e-03,5.988892383066996526e-03,6.754143959533871408e-03,6.533683526133678490e-03,-7.395259652967422700e-04,5.448947646063470075e-03,-4.648678369465433780e-03,-1.979790320083685200e-05,-5.378950797393381106e-04,6.511560088134443975e-04
2.200000000000000178e+00,1.022055561958625132e-02,4.846203339522889286e-03,3.989042249072973119e-03,5.988738302674299213e-03,6.748737057227872926e-03,6.540166605373423300e-03,-8.239032901622249383e-04,5.479156740914880447e-03,-4.596841659505687856e-03,-1.072303940288401702e-05,-5.435688077291674298e-04,6.452769914218911638e-04
2.209999999999999964e+00,1.021190050014932939e-02,4.901134682229428031e-03,3.943332332093062165e-03,5.988649550294140519e-03,6.743281346405044681e-03,6.546602772934377416e-03,-9.067092430194657795e-04,5.507608666041954003e-03,-4.544748817315048470e-03,-1.556499375683677777e-06,-5.491987000892360228e-04,6.393123648190563195e-04
2.220000000000000195e+00,1.020242045460919254e-02,4.956343580574116767e-03,3.898147019795625019e-03,5.988652050645567292e-03,6.737769982530837296e-03,6.552978789283714876e-03,-9.887882009385106155e-04,5.534623743295268017e-03,-4.491986951949381197e-03,7.347810147343486942e-06,-5.546401217855185346e-04,6.333612302266147191e-04
2.229999999999999982e+00,1.019212031794757868e-02,5.011822516441489378e-03,3.853497249750869290e-03,5.988780136823876853e-03,6.732194819769037747e-03,6.559275854923368905e-03,-1.070916633942358559e-03,5.560428724371233207e-03,-4.438220196288480794e-03,1.531895249163641050e-05,-5.596737765281783539e-04,6.276698375924681184e-04
2.240000000000000213e+00,1.018099929167956379e-02,5.067555665935943171e-03,3.809390802201640357e-03,5.988995613917576927e-03,6.726568461277897433e-03,6.565511121002606809e-03,-1.152841672719623432e-03,5.585009730081718325e-03,-4.383608009422628252e-03,2.224627052852674159e-05,-5.642697634314980870e-04,6.224010551833132881e-04
2.250000000000000000e+00,1.016906148441665443e-02,5.123525674888877723e-03,3.765832278259806463e-03,5.989255780912726597e-03,6.720902954613929524e-03,6.571707099357768957e-03,-1.234702899370896615e-03,5.608592957089994849e-03,-4.328034183928574329e-03,2.854244334314727435e-05,-5.685262086368414979e-04,6.174310059568933898e-04
2.260000000000000231e+00,1.015630586461823900e-02,5.179721906402587513e-03,3.722831635149876067e-03,5.989547622632766105e-03,6.715203089204754144e-03,6.577870205335021106e-03,-1.316808694107502852e-03,5.631360887901510313e-03,-4.271307600305628352e-03,3.445163630807647329e-05,-5.725189090049978427e-04,6.126478080975420251e-04
2.270000000000000018e+00,1.014272606083422255e-02,5.236140501517360865e-03,3.680404297244506320e-03,5.989887800580758100e-03,6.709466452640789301e-03,6.583990681155225608e-03,-1.399623399377138144e-03,5.653445195766465536e-03,-4.213170129686084377e-03,4.004139993112446375e-05,-5.763000362468563955e-04,6.079565042302452222e-04
2.280000000000000249e+00,1.012831115663258112e-02,5.292782561280070380e-03,3.638570199865134684e-03,5.990315929591811910e-03,6.703685367528668983e-03,6.590045541893145044e-03,-1.483592255191132922e-03,5.674873531167804602e-03,-4.153406979200961746e-03,4.511475415966039587e-05,-5.798763318365149745e-04,6.033599628612164659e-04
2.290000000000000036e+00,1.011305350329080345e-02,5.349638041339129478e-03,3.597342381104906214e-03,5.990815499935775966e-03,6.697864977406276128e-03,6.596041429517282388e-03,-1.568151720379326987e-03,5.695446342420986373e-03,-4.092381645576474193e-03,4.947885571733502702e-05,-5.832426176762578896e-04,5.990554064080042852e-04
2.300000000000000266e+00,1.009694905796514053e-02,5.406693311106027834e-03,3.556728964335904852e-03,5.991343552369110190e-03,6.692013807635835941e-03,6.602003658051601442e-03,-1.652878877365641062e-03,5.715147836001486202e-03,-4.030276040727802378e-03,5.374458756037015525e-05,-5.865621685106841383e-04,5.948096707318401488e-04
2.310000000000000053e+00,1.007999623128560257e-02,5.463937608468177193e-03,3.516739625080108397e-03,5.991886830707194959e-03,6.686134320766662191e-03,6.607940235288799376e-03,-1.737558148962095855e-03,5.733933654644972865e-03,-3.967161136469337865e-03,5.832338600770603439e-05,-5.899561484056661071e-04,5.904258096994718583e-04
2.319999999999999840e+00,1.006219604016015193e-02,5.521362774649795843e-03,3.477385650508366295e-03,5.992462550152598440e-03,6.680223078741284216e-03,6.613840869899354109e-03,-1.822118902051244422e-03,5.751698193611574222e-03,-3.903043023634582710e-03,6.333555457836733522e-05,-5.934832439452676417e-04,5.858006907783204313e-04
2.330000000000000071e+00,1.004355180242419952e-02,5.578962866567134700e-03,3.438679905702794921e-03,5.993115663356958153e-03,6.674271538166019410e-03,6.619678235933181346e-03,-1.906597199343726531e-03,5.768269732057894686e-03,-3.837895484836823055e-03,6.856981109299715548e-05,-5.971339866989001195e-04,5.809617040504361793e-04
2.339999999999999858e+00,1.002406664011048880e-02,5.636725158970084040e-03,3.400631589592248601e-03,5.993850213795201380e-03,6.668279381851391699e-03,6.625447863477011701e-03,-1.990520115503697715e-03,5.783438547699435404e-03,-3.772068817148946547e-03,7.362039002797672919e-05,-6.008594868287790323e-04,5.761929117251489386e-04
2.350000000000000089e+00,1.000374801264804561e-02,5.694630772094803027e-03,3.363242354950571333e-03,5.994627787485184468e-03,6.662250045687092767e-03,6.631175460385775079e-03,-2.073308899674054274e-03,5.797132455847394533e-03,-3.705865509395067821e-03,7.892110285929853774e-05,-6.047272341083061989e-04,5.713267371268730341e-04
2.359999999999999876e+00,9.982606313715083196e-03,5.752663097121840825e-03,3.326514843440991128e-03,5.995434559286351613e-03,6.656183785864596900e-03,6.636871071452716923e-03,-2.154739144586696482e-03,5.809320509088369312e-03,-3.639371977954435500e-03,8.476275402162634540e-05,-6.087689737077084124e-04,5.662067658040651060e-04
2.370000000000000107e+00,9.960654144304668250e-03,5.810808004907143040e-03,3.290453569236038989e-03,5.996283680455415793e-03,6.650078332455173005e-03,6.642526357544625143e-03,-2.234915168641683596e-03,5.819991047161808366e-03,-3.572504149612748623e-03,9.110742120824113100e-05,-6.129529486937707267e-04,5.608082543745961362e-04
2.379999999999999893e+00,9.937905982920809331e-03,5.869053855552952212e-03,3.255065061042859264e-03,5.997214646265879197e-03,6.643929077401996945e-03,6.648114871650252951e-03,-2.314252766878078117e-03,5.829147734425225297e-03,-3.505021978946633483e-03,9.757744829322410711e-05,-6.171852151250075639e-04,5.552496133243128417e-04
2.390000000000000124e+00,9.914369454134298876e-03,5.927387717317846721e-03,3.220357409248873152e-03,5.998242542417510197e-03,6.637735967844659961e-03,6.653623881617735415e-03,-2.392735184776055568e-03,5.836742071019595385e-03,-3.437053668920260572e-03,1.035750070774148093e-04,-6.213889634692171217e-04,5.499066903679152496e-04
2.399999999999999911e+00,9.890054799827921461e-03,5.985789556490231540e-03,3.186329848627992428e-03,5.999325929011371968e-03,6.631501044354231808e-03,6.659082880998437592e-03,-2.470039739400396207e-03,5.842854892377026196e-03,-3.368815680978589754e-03,1.093463005924281929e-04,-6.255521635258664897e-04,5.447041339288455743e-04
2.410000000000000142e+00,9.864973325027089415e-03,6.044242153136642273e-03,3.152983011873624741e-03,6.000442395484977161e-03,6.625225036895538051e-03,6.664508543940437374e-03,-2.546192636583672134e-03,5.847607336313970922e-03,-3.300267740595284709e-03,1.151627275008932738e-04,-6.296563983887079044e-04,5.394801744487369823e-04
2.419999999999999929e+00,9.839133818215994864e-03,6.102732886239381829e-03,3.120322160089086978e-03,6.001595438870867792e-03,6.618908643465669372e-03,6.669897840472049748e-03,-2.621504548345129481e-03,5.851104194488080355e-03,-3.231205554395140921e-03,1.210521439516148350e-04,-6.336754989432138866e-04,5.341761649106443067e-04
2.430000000000000160e+00,9.812542551264515425e-03,6.161253733673758247e-03,3.088357182830003215e-03,6.002814463658685644e-03,6.612552530138577842e-03,6.675228036544005733e-03,-2.696570603808466898e-03,5.853433910063445510e-03,-3.161260817962992849e-03,1.267988570472251147e-04,-6.375755446017062136e-04,5.288365872835581322e-04
2.439999999999999947e+00,9.785200768736656771e-03,6.219797134290472838e-03,3.057100960186033209e-03,6.004125601017132677e-03,6.606158818507555999e-03,6.680476681305248625e-03,-2.771644858605581355e-03,5.854596119264606109e-03,-3.090376482468816782e-03,1.318869204974507819e-04,-6.413523321915036695e-04,5.237873036404337105e-04
2.450000000000000178e+00,9.757110413725528925e-03,6.278347422790783380e-03,3.026557037206104549e-03,6.005489572107324328e-03,6.599728178566860101e-03,6.685672795409805004e-03,-2.846326051364938495e-03,5.854668804469140113e-03,-3.018874467933477506e-03,1.364726226747582487e-04,-6.450223445445403374e-04,5.190451510809831071e-04
2.459999999999999964e+00,9.728275969768666182e-03,6.336890686728912855e-03,2.996728063165262669e-03,6.006877068741646800e-03,6.593260088265784531e-03,6.690839827944023745e-03,-2.920552194245916965e-03,5.853776762263537652e-03,-2.946757146784625622e-03,1.409867795353037748e-04,-6.485893368761204035e-04,5.143574710809949678e-04
2.470000000000000195e+00,9.698700776444392491e-03,6.395416807307431964e-03,2.967621005376641120e-03,6.008285642163495484e-03,6.586755302729060263e-03,6.695979495092186339e-03,-2.994426374886176908e-03,5.851956778441986390e-03,-2.873914262207880824e-03,1.456320908002199405e-04,-6.520724609979938616e-04,5.095796804986965850e-04
2.479999999999999982e+00,9.668387029371824926e-03,6.453919459377238307e-03,2.939247149191474579e-03,6.009739703047276699e-03,6.580215854256848788e-03,6.701071780136500823e-03,-3.068216756401634382e-03,5.849157628006366322e-03,-2.800122928146859223e-03,1.503831399556142365e-04,-6.555062653183557544e-04,5.046752715747546570e-04
2.490000000000000213e+00,9.637335502652973410e-03,6.512393332346717856e-03,2.911620791265923189e-03,6.011275751873433257e-03,6.573645056524529337e-03,6.706085648428433861e-03,-3.142097595345476422e-03,5.845254492793223143e-03,-2.725289645417320380e-03,1.548930011058833657e-04,-6.589523424112107971e-04,4.998565386554996732e-04
2.500000000000000000e+00,9.605547941600001832e-03,6.570824082386057460e-03,2.884747190462688161e-03,6.012868363474139881e-03,6.567041228729453804e-03,6.711041229031678226e-03,-3.215515805940426762e-03,5.840237383128198297e-03,-2.649879384281214004e-03,1.591308512025239148e-04,-6.624540592437018873e-04,4.952821705503153990e-04
2.510000000000000231e+00,9.573029566633091403e-03,6.629197676356077783e-03,2.858627523880536044e-03,6.014487398750933966e-03,6.560399742494329653e-03,6.715966147385931881e-03,-3.288158884094537389e-03,5.834149100730857095e-03,-2.574038996562574063e-03,1.635893684043550724e-04,-6.659992405072930272e-04,4.906465327504154700e-04
2.520000000000000018e+00,9.539787388730574733e-03,6.687502215093929329e-03,2.833265938691109827e-03,6.016128407495169479e-03,6.553719205886869570e-03,6.720865463514055609e-03,-3.359934763687194396e-03,5.826958813998959520e-03,-2.497762236853229463e-03,1.685037884908068494e-04,-6.695837553576505221e-04,4.857734647119325627e-04
2.530000000000000249e+00,9.505830160144739319e-03,6.745727846237959888e-03,2.808669624001605344e-03,6.017812521023231491e-03,6.547001570601914018e-03,6.725721609487731595e-03,-3.430959798254822404e-03,5.818560390472483738e-03,-2.420903601618284561e-03,1.738337454671590860e-04,-6.732131978811839662e-04,4.806331935933514776e-04
2.540000000000000036e+00,9.471167215127444458e-03,6.803865917422538198e-03,2.784848811072283912e-03,6.019579752616411629e-03,6.540252005314326107e-03,6.730499345018343786e-03,-3.501449124911282934e-03,5.808793699337876267e-03,-2.343300385726105987e-03,1.792136004671282296e-04,-6.769219594060721986e-04,4.754222589966025691e-04
2.550000000000000266e+00,9.435804709424837344e-03,6.861901584048048751e-03,2.761808424915660094e-03,6.021419409539568134e-03,6.533469166322775079e-03,6.735207080402756501e-03,-3.571010641477805666e-03,5.797663172488289052e-03,-2.265369204628827488e-03,1.843872548817145790e-04,-6.807597157496003953e-04,4.704372881953383439e-04
2.560000000000000053e+00,9.399752932641693842e-03,6.919818354452400913e-03,2.739545841520993862e-03,6.023299772879108990e-03,6.526644586897287562e-03,6.739876831966805891e-03,-3.639321381551787610e-03,5.785248646453285647e-03,-2.187303423286382758e-03,1.897542865703776298e-04,-6.846464797081670871e-04,4.654002791835467603e-04
2.569999999999999840e+00,9.363023135140962488e-03,6.977602149567183575e-03,2.718061725085799043e-03,6.025212080814349412e-03,6.519775268826316465e-03,6.744518336635254956e-03,-3.706343109502510755e-03,5.771573610334144663e-03,-2.109080078865745687e-03,1.955167440409594757e-04,-6.885192399755940421e-04,4.601259054069811900e-04
2.580000000000000071e+00,9.325626987653800812e-03,7.035241248408239528e-03,2.697360618523255826e-03,6.027170796739017740e-03,6.512864310756450240e-03,6.749118137978925291e-03,-3.772298043817407485e-03,5.756604699267552951e-03,-2.030500340806829992e-03,2.016157460244961800e-04,-6.923460674174780009e-04,4.545842864930254939e-04
2.589999999999999858e+00,9.287576021282776401e-03,7.092726068398993652e-03,2.677451103753608966e-03,6.029211692280711521e-03,6.505920775440291945e-03,6.753641055079561903e-03,-3.837620905593126883e-03,5.740257372730987913e-03,-1.951243021451388700e-03,2.077102570167442606e-04,-6.961394511825174779e-04,4.489367794565782602e-04
2.600000000000000089e+00,9.248876214723752293e-03,7.150043587292240037e-03,2.658340403597262303e-03,6.031337385132905932e-03,6.498947451901751840e-03,6.758081718274524911e-03,-3.902172607757639980e-03,5.722570951455946756e-03,-1.871592749332640256e-03,2.133996799726137997e-04,-6.999984267993736905e-04,4.435901105520582304e-04
2.609999999999999876e+00,9.209536560051930984e-03,7.207177790724100287e-03,2.640025385307184433e-03,6.033513079789833491e-03,6.491933302048142652e-03,6.762476594108344022e-03,-3.965684349558805215e-03,5.703715948463314658e-03,-1.791776196032948253e-03,2.190111577592251924e-04,-7.038205984609196761e-04,4.383206584767147958e-04
2.620000000000000107e+00,9.169566690623288246e-03,7.264115359102794184e-03,2.622505816083466230e-03,6.035723780143341204e-03,6.484873511254297951e-03,6.766841892845419128e-03,-4.028154552661515446e-03,5.683780412382320388e-03,-1.711760079600610279e-03,2.247988526456420097e-04,-7.075133281541742987e-04,4.328975771833219830e-04
2.629999999999999893e+00,9.128975356300172636e-03,7.320845828339590800e-03,2.605786277315994947e-03,6.037976732087123148e-03,6.477771508757221471e-03,6.771169577918232860e-03,-4.089788000507429619e-03,5.662758496209768962e-03,-1.631348902162986156e-03,2.307993646704004412e-04,-7.110483480536938707e-04,4.272385736146916391e-04
2.640000000000000124e+00,9.087770386393341157e-03,7.377361551430343910e-03,2.589876184999008804e-03,6.040301274020699017e-03,6.470638955337988316e-03,6.775427475827325990e-03,-4.150990615868522214e-03,5.640551339058643733e-03,-1.550191566466069390e-03,2.368280027023345210e-04,-7.144638272443902104e-04,4.214153598507940903e-04
2.649999999999999911e+00,9.045956272963187605e-03,7.433652514922409194e-03,2.574786031729291418e-03,6.042714189181491898e-03,6.463484805348245800e-03,6.779594336616385705e-03,-4.211775129413421019e-03,5.617135500162059869e-03,-1.468422270904291881e-03,2.424726032991780355e-04,-7.179297866386737592e-04,4.158534572059880666e-04
2.660000000000000142e+00,9.003538588308353588e-03,7.489704429710980146e-03,2.560514416403545171e-03,6.045182935148882448e-03,6.456296027923071230e-03,6.783706407068272777e-03,-4.271763676747023473e-03,5.592691668506105836e-03,-1.386408373043848848e-03,2.479819404658368089e-04,-7.213906553147299196e-04,4.104371527311177791e-04
2.669999999999999929e+00,8.960525013716847537e-03,7.545505223887946471e-03,2.547060435920384287e-03,6.047688703219858929e-03,6.449064100959435268e-03,6.787786195332508495e-03,-4.330839385830275237e-03,5.567303850135566987e-03,-1.304185514985908975e-03,2.536968100077863545e-04,-7.247324942066429073e-04,4.048688039638642460e-04
2.680000000000000160e+00,8.916923733194857468e-03,7.601044809400636301e-03,2.534427588918840898e-03,6.050234202871760877e-03,6.441790527906314338e-03,6.791831008030434734e-03,-4.389054836868290684e-03,5.540932473723842420e-03,-1.221637303208517565e-03,2.597400550431213230e-04,-7.279191218783151061e-04,3.990103861405707884e-04
2.689999999999999947e+00,8.872743433466773536e-03,7.656315082051804929e-03,2.522623775778366773e-03,6.052843661762277380e-03,6.434486837764688029e-03,6.795812950255213959e-03,-4.446632062310332083e-03,5.513414390572954522e-03,-1.138495308566626028e-03,2.660165660025536321e-04,-7.309921145234652253e-04,3.928834921962449825e-04
2.700000000000000178e+00,8.827991612636334334e-03,7.711306979913945363e-03,2.511659736197447042e-03,6.055544999078525149e-03,6.427167881732928113e-03,6.799697698827170123e-03,-4.503681374832119166e-03,5.484608433337388733e-03,-1.054716198413168304e-03,2.721593220342489387e-04,-7.341333676148634494e-04,3.868405939060952045e-04
2.709999999999999964e+00,8.782674661777897102e-03,7.766006016842613886e-03,2.501535292663473794e-03,6.058314221170021940e-03,6.419821281772168133e-03,6.803514022965503720e-03,-4.559766619665227803e-03,5.454689790045322978e-03,-9.707986494161180337e-04,2.782204380889988639e-04,-7.373654901392542958e-04,3.809691683114402967e-04
2.720000000000000195e+00,8.736802046159827806e-03,7.820399590363041886e-03,2.492247023388565342e-03,6.061130614589860417e-03,6.412433370389222266e-03,6.807290383726104406e-03,-4.614671908292686600e-03,5.423744010278857934e-03,-8.868523580506967700e-04,2.845590222571195253e-04,-7.405206680611630754e-04,3.749254190137304163e-04
2.729999999999999982e+00,8.690384550356927348e-03,7.874476394529946952e-03,2.483795650690511034e-03,6.063993099918158977e-03,6.405002721318081571e-03,6.811029588755213547e-03,-4.668379327912019865e-03,5.391737760859432495e-03,-8.028118140503678673e-04,2.913124529780026064e-04,-7.435169565830167379e-04,3.685361491065485971e-04
2.740000000000000213e+00,8.643434255865561563e-03,7.928226394431945462e-03,2.476186065982627360e-03,6.066920175862181540e-03,6.397540163984079958e-03,6.814708811704774626e-03,-4.721066625510335693e-03,5.358519810386396832e-03,-7.184403203935752630e-04,2.983933112832769198e-04,-7.463601476987293893e-04,3.618031052566733912e-04
2.750000000000000000e+00,8.595963127765943526e-03,7.981639750912965930e-03,2.469427167714639652e-03,6.069942711251644432e-03,6.390065619544969475e-03,6.818287492328601630e-03,-4.772982045064802850e-03,5.323900242010230766e-03,-6.335195834219066284e-04,3.054573804257134729e-04,-7.491957103441429077e-04,3.550048145426970905e-04
2.760000000000000231e+00,8.547978989150458937e-03,8.034702072712607973e-03,2.463520762410545146e-03,6.073048400348699666e-03,6.382572576471558408e-03,6.821780097241283113e-03,-4.823823108592693518e-03,5.288063887408990874e-03,-5.485297493920854610e-04,3.123537633464034172e-04,-7.521465604408448602e-04,3.484321971121917224e-04
2.770000000000000018e+00,8.499492732957660696e-03,8.087400056689350927e-03,2.458460995959824581e-03,6.076213848186092122e-03,6.375042235213223933e-03,6.825221375995756470e-03,-4.873370479157199293e-03,5.251167604322980707e-03,-4.636390779837476711e-04,3.194021202564499150e-04,-7.549938992232615260e-04,3.417463327320503308e-04
2.780000000000000249e+00,8.450516112488039647e-03,8.139721990982569377e-03,2.454246246433916014e-03,6.079433212852312571e-03,6.367469861333800024e-03,6.828620611196854068e-03,-4.921615335462397288e-03,5.213233576679697327e-03,-3.787979000253452119e-04,3.267544097082493242e-04,-7.576032517960489942e-04,3.347361509331127707e-04
